ssn,gender,job,city,dob,name
1157-1487838-2,F,Manufacturing systems engineer,Valenzuela,1992-02-21,Susan Erickson
1454-2159496-0,M,Health promotion specialist,Balanga,1978-03-31,Brian Burke
2194-4822315-7,F,"Clinical scientist, histocompatibility and immunogenetics",Cabanatuan City,1981-01-22,Candace Myers
2211-0207625-4,M,"Psychologist, clinical",Santiago,1998-09-12,Ryan Ayala
3117-7472173-8,F,"Surveyor, insurance",Valenzuela,1972-03-24,Gina King
4263-9481706-1,M,Higher education lecturer,Roxas City,1971-04-07,Robert Harris
4388-2815650-1,M,Energy manager,Davao,1992-04-09,Joseph Parsons
5383-6881011-0,F,Print production planner,San Pablo,1983-07-01,Ashley Castillo
5572-2906069-6,M,Sales executive,Cabadbaran,1974-04-30,Michael Santiago
7050-5937941-8,F,Tourist information centre manager,Batangas,1993-06-05,Linda Hansen
7177-8350672-4,M,"Engineer, manufacturing systems",Tacloban,1982-02-20,Robert Hickman
7968-5107234-0,M,Water quality scientist,Tacloban,1999-06-04,Andrew Walker
9050-0248309-1,F,Dance movement psychotherapist,Mandaluyong City,1975-06-13,Jackie Nguyen
9084-0625291-7,F,Hospital doctor,Digos,1979-03-11,Michelle Grimes
9395-5444535-1,M,"Scientist, biomedical",Quezon City,1974-05-13,Michael Figueroa
9504-6222920-6,F,"Administrator, arts",Cebu City,1972-06-07,Sarah Bullock
9803-8854986-6,F,Architectural technologist,Cotabato,2000-09-12,Bethany Liu
9932-3329862-8,F,Best boy,Binan,1995-02-13,Cheryl Howard
0223-3194775-4,M,Advertising copywriter,City of Paranaque,1998-06-15,Mitchell Anderson
0389-7008231-8,M,Operational researcher,Iligan,1971-05-19,Walter Miller
0986-5155585-3,M,International aid/development worker,Bacolod,1972-04-13,Nicholas Lowery
1197-4678620-7,M,"Exhibitions officer, museum/gallery",Malolos,1973-05-03,Peter Burton
2249-2182340-7,M,Operational investment banker,Surigao,1991-02-07,Daniel Lane
2623-5075239-5,M,Research scientist (maths),Ormoc,1978-03-02,Jerry Anderson
3009-3110567-8,F,"Optician, dispensing",Puerto Princesa,1997-12-31,Sarah Khan
3071-8162388-4,F,Sports coach,Lipa City,1996-08-10,Stephanie Hart
3334-9659852-1,M,Research scientist (medical),San Juan,2001-10-21,Sean Cantrell
3459-0392029-4,F,"Engineer, mining",Talisay,1985-03-13,Cynthia Preston
4099-4851137-6,F,Insurance underwriter,Cadiz,1981-07-08,Elizabeth Guzman
4341-7956404-2,F,"Lecturer, further education",Cabuyao,1998-10-18,Patricia Eaton
4423-4793372-0,M,Prison officer,San Jose del Monte,1999-07-19,Gregory Choi
5203-1515325-6,F,Actor,Tacloban,1971-04-14,Kristina Gomez
5558-9963475-4,M,Politician's assistant,Palayan City,1985-06-26,Anthony Miller
5803-6728582-4,F,Psychotherapist,Malolos,1975-11-24,Tina Ward
6152-6551958-6,F,Warehouse manager,Catbalogan,1996-08-14,Katelyn Foster
7144-8585262-7,F,Art gallery manager,Naga City,1982-03-09,Jasmine Rodriguez
7514-3979266-3,F,Sales executive,San Jose del Monte,1988-02-19,Lauren Smith
7702-5085960-9,F,Visual merchandiser,Tarlac City,1974-10-12,Tiffany Reed
9023-2307329-6,F,Youth worker,Antipolo,1986-12-29,Hannah Booker
9672-3815947-7,M,"Psychotherapist, child",Tagbilaran City,1997-12-09,Gregory Joyce
0646-1624663-8,F,Tree surgeon,Caloocan City,1971-07-28,Yvonne Martinez
0825-4530289-4,M,Insurance account manager,City of Paranaque,2001-05-28,Tristan Cochran
2187-9644094-3,M,Community education officer,Caloocan City,1988-11-04,Adam Weaver
3210-8550652-9,M,Gaffer,Binan,1979-05-15,Brian Short
3421-2662007-3,M,Building services engineer,Quezon City,1998-12-05,Shawn Campbell
3920-1028098-7,M,"Engineer, manufacturing",Makati City,1995-12-23,Tanner Williams
4172-8314140-6,F,Drilling engineer,Iligan,1977-06-07,Donna Rodriguez
4201-5977639-2,M,Clinical research associate,Pasay City,1999-10-20,Kurt Huerta
4759-8546428-2,F,Risk manager,Taguig City,1993-07-26,Shawna Ward
5033-2505944-9,M,Data scientist,Lipa City,1978-03-14,Thomas Kramer
6304-0357342-9,F,Learning mentor,Marikina City,1974-10-13,Anna Weaver
6864-5309588-0,F,Microbiologist,Muntinlupa City,1981-05-25,Kim Wright
7156-6531062-9,M,Adult guidance worker,City of Calamba,1994-08-23,Scott Martin
7404-6921473-6,M,"Scientist, research (life sciences)",Cadiz,1980-03-16,John Hamilton
7599-9598828-3,F,Sports therapist,Meycauayan,1972-07-21,Meghan Clay
7702-8462319-3,M,Bookseller,Sorsogon,1990-11-30,David Clay
8165-8475007-6,F,Water engineer,Kidapawan,1976-02-24,Melinda Curry
8279-1099106-5,M,"Accountant, chartered public finance",Dipolog,1984-06-09,Scott Gregory
0418-2708594-0,M,Minerals surveyor,Sorsogon,1998-07-19,Matthew Rodriguez
0719-3276370-2,M,Contracting civil engineer,Mati,1978-09-13,Justin Beck
1080-1615405-8,M,Rural practice surveyor,Borongan,1990-12-04,David Jones
2076-3328532-6,F,Field trials officer,Dipolog,1974-10-04,Haley Pennington
2412-7085334-0,M,"Designer, blown glass/stained glass",City of Calamba,1992-07-30,Cody Gray
3076-8190916-5,F,Trade mark attorney,Muntinlupa City,1989-03-23,Tammy Brandt
3132-1948149-3,F,Ecologist,Dagupan City,1984-01-05,Rachel Cook
3831-7532473-6,F,Probation officer,Lipa City,1977-09-14,Catherine Smith
4712-1141035-7,F,Hydrologist,City of Paranaque,1985-09-05,Megan Lee
5163-1007950-2,F,Colour technologist,Pagadian,1985-10-22,Virginia Ross
5270-8662310-8,M,"Engineer, land",Caloocan City,1993-06-30,John Newman
6880-6047271-0,F,Retail buyer,Butuan,1977-08-04,Ashlee Richardson
6971-8199840-6,F,"Civil engineer, contracting",Ormoc,1981-12-17,Caitlin Nguyen
7245-3281627-9,F,"Engineer, aeronautical",Mabalacat,1989-10-05,Chelsey Harris
7636-4669971-2,M,Advertising account planner,San Jose del Monte,1989-08-13,Jason Mcbride
7831-4498431-0,M,Agricultural engineer,Malaybalay,1996-09-13,Jerry Gay
7855-1351341-0,F,Visual merchandiser,General Santos,1992-08-17,Kimberly Matthews
8366-5201248-2,M,Museum/gallery conservator,San Pablo,1989-01-12,Drew Kane
9081-3115641-4,M,Dramatherapist,Lipa City,1980-04-03,Paul Silva
9502-8565474-4,F,"Civil engineer, consulting",Valenzuela,1971-07-24,Christine Williams
9669-7966095-0,M,Public relations account executive,Lucena,1998-09-11,Jordan Wilson
9961-9826418-3,F,Mudlogger,Zamboanga City,1991-08-02,Andrea Martin
0065-4016764-9,M,"Teacher, English as a foreign language",Malabon,1985-05-11,Michael Wilson
2074-7346651-3,F,Translator,Roxas City,1986-02-18,Nancy Johnson
2564-4904299-6,F,Office manager,Navotas,1995-07-17,Lorraine Scott
2728-6986366-7,F,Art gallery manager,Bacolod,1993-03-22,Barbara Mason
2985-8247896-2,M,Mechanical engineer,Talisay,1999-10-24,Justin Tucker
3210-8641042-8,F,Structural engineer,Butuan,1992-11-27,Alicia Woodard
4977-8406020-2,F,"Development worker, international aid",Masbate,1987-09-07,Jamie Clark
5115-9517434-1,F,Social worker,General Santos,1996-12-18,Nancy Hull
5346-0863736-7,M,"Geneticist, molecular",Lipa City,1998-10-15,Richard Adams
5923-9721600-2,F,"Engineer, agricultural",Manila,1980-12-05,Melissa Harris
5993-7701997-6,M,"Investment banker, corporate",Ilagan,1998-10-14,Victor Welch
6783-7154730-7,M,Graphic designer,San Jose del Monte,2001-04-21,Benjamin Campbell
6945-3178298-7,F,Music therapist,Mandaluyong City,1975-09-24,Katrina Malone
8221-9675559-7,F,Theatre stage manager,Manila,1985-11-05,Sierra Watkins
9236-6708879-4,M,Cartographer,Balanga,1976-09-25,Randall Vang
9412-0086557-8,M,Clinical biochemist,Tuguegarao,1989-04-27,Christopher Abbott
9423-0974518-9,M,Corporate investment banker,Makati City,2000-02-23,Harold Snyder
9998-9852875-6,F,International aid/development worker,Kidapawan,1989-01-04,Molly Bautista
0540-2560037-6,F,"Psychologist, educational",Navotas,1992-02-18,Laura Williams
1012-2140437-0,M,Forensic scientist,Naga City,1988-05-09,Russell Sanford
1670-3184363-9,F,Geographical information systems officer,Mabalacat,1984-09-01,Amy Pittman
1749-3508525-8,M,Aeronautical engineer,Puerto Princesa,1981-10-18,Mark Malone
2402-7142121-7,F,"Surveyor, building control",Cadiz,1990-03-22,Rachel Yates
4324-9673527-7,F,Set designer,Naga City,1972-12-06,Pam Rowe
5638-4513484-8,M,Police officer,Tuguegarao,1989-09-30,Charles Stewart
5709-9208485-8,M,"Pharmacist, hospital",City of Isabela,1979-02-02,Shane Fernandez
5713-9742566-6,M,Cartographer,Tagum,1979-04-16,James Edwards
5832-3172404-1,F,Theatre stage manager,Digos,1973-02-05,Kayla Evans
6186-1368713-7,M,Architect,San Fernando,1972-01-29,David Thompson
6552-5371764-2,F,Horticultural consultant,Talisay,1981-04-23,Samantha Rodriguez
6793-2787525-3,F,Financial trader,San Fernando,1974-12-22,Taylor Thompson
7139-5077534-2,M,"Teacher, primary school",Pagadian,1986-07-01,Jacob Perkins
8803-4765326-5,M,Risk analyst,Caloocan City,1992-05-04,Jacob Hunter
8836-3519614-8,F,"Scientist, research (physical sciences)",Cotabato,1971-04-30,Kimberly Reed
9394-5392684-5,M,Pharmacologist,Cadiz,1999-09-13,David English
9803-8174765-1,F,"Presenter, broadcasting",Malolos,1988-05-18,Aimee Hawkins
0598-4829699-0,F,Translator,Puerto Princesa,1979-05-02,Lisa Reed
1184-8744496-4,F,Architect,San Pablo,1972-09-11,Amanda Garcia
1571-0712616-4,F,Cytogeneticist,Bacoor,1989-02-10,Amber Nelson
2161-8057101-5,M,"Producer, radio",Palayan City,1971-08-14,Ryan Coleman
2506-5027561-9,F,Pension scheme manager,Butuan,1971-07-11,Kristina Price
3053-2692050-6,M,Immigration officer,Dagupan City,1990-06-16,Richard Payne
3822-8137589-7,M,Fish farm manager,San Fernando,1982-10-09,Jesus Hamilton
3909-6002078-9,F,Warehouse manager,Balanga,1991-12-27,Linda Wilson
4547-6723929-3,F,Broadcast engineer,Iloilo,1976-07-30,Tracy Francis
4807-4572552-3,F,Press photographer,Borongan,1974-08-24,Marissa Small
5738-1535865-3,M,Dramatherapist,Meycauayan,1993-10-01,David Mayer
5756-9431596-0,M,Glass blower/designer,Lucena,1982-10-12,Tony Williams
6030-5595994-6,F,"Administrator, education",San Fernando,1989-06-18,Elizabeth Turner
6848-6606021-9,M,"Engineer, civil (consulting)",Navotas,1976-12-20,Christopher Weber
7436-7774214-5,F,Cytogeneticist,Tacloban,1984-10-20,Jessica Graham
8040-9200963-7,F,Product/process development scientist,Baguio City,1979-05-14,Alyssa Mcfarland
9200-2480805-3,M,Historic buildings inspector/conservation officer,Manila,1991-04-21,Christopher Bryant
9335-1993814-7,F,Production manager,Taguig City,1974-09-15,Amanda Jones
9371-1415353-3,M,Quarry manager,Vigan,1974-07-11,Eric Bradford
1444-5348247-3,F,Furniture designer,Angeles City,1982-08-29,Brenda Jones
1862-7303023-9,M,Psychiatrist,General Trias,1997-07-17,Matthew Scott
2043-2505227-3,M,Site engineer,Puerto Princesa,1979-02-21,Gabriel Barr
2144-8366624-0,M,Medical technical officer,Dipolog,1981-04-06,Timothy Nash
2515-1009217-4,F,Printmaker,Talisay,1971-09-16,Karen Taylor
2749-1730581-9,M,Herpetologist,Baguio City,1990-01-12,Daniel Jones
2762-1586016-3,M,Clothing/textile technologist,Antipolo,1999-02-14,Jason Mitchell
2788-8264873-7,M,Illustrator,Makati City,2001-05-29,Jonathan Cortez
2803-4567292-6,M,Marine scientist,Iloilo,1997-01-05,Fernando Robertson
2912-2129888-0,F,Building control surveyor,Dagupan City,1977-01-20,Carolyn Peck
3316-2377819-0,M,"Designer, furniture",Tacloban,1971-12-03,Alex Espinoza
3642-8428507-4,F,"Production assistant, radio",Antipolo,1987-04-28,Anne Mcdaniel
4407-7108368-0,M,"Lecturer, higher education",City of Paranaque,1991-12-15,Kevin Savage
4442-0937470-2,M,Microbiologist,Olongapo,1987-06-27,Donald Serrano
4833-0040326-4,M,"Surveyor, insurance",City of Calamba,1975-08-12,Timothy Diaz
5430-8873317-4,F,"Designer, jewellery",Davao,1974-07-16,Gina Peterson
5475-1392827-7,F,"Nurse, children's",Roxas City,1985-04-14,Jennifer King
6321-4475683-0,M,Office manager,San Juan,1979-04-26,Robert Arnold
6769-7597787-3,F,"Journalist, magazine",Mabalacat,1998-11-22,Alisha Jackson
6962-2691148-2,M,"Accountant, chartered public finance",Sorsogon,1987-01-16,Kenneth Gray
7116-4770395-5,F,Fisheries officer,San Pedro,1977-06-12,Cindy Lewis
7564-2902242-0,M,Pharmacologist,Cadiz,1979-10-29,Fred Odom
8786-8501118-6,F,Solicitor,Bacoor,1997-10-22,Jessica Weeks
8829-7530084-6,M,Fisheries officer,Cabanatuan City,1983-12-05,Tyler Gardner
9516-4394718-9,F,Print production planner,Digos,1996-03-10,Margaret Schroeder
9599-8320003-2,F,Learning disability nurse,Taguig City,1985-07-04,Michelle Henderson
9812-9909654-9,F,"Engineer, communications",Pasay City,1984-06-04,Julie Anderson
0399-9924232-6,M,"Accountant, chartered certified",San Pablo,1972-07-02,Dylan Harrison
2871-1828659-5,F,Town planner,Meycauayan,1998-04-02,Michelle Hamilton
3351-8404497-1,M,"Conservation officer, nature",City of Paranaque,1975-05-27,Shawn Walsh
3356-9134982-0,M,"Engineer, technical sales",Manila,2001-03-10,Jaime Roberson
4124-8717095-4,F,Chartered management accountant,Tagum,1995-02-04,Denise Oconnor
4351-2125826-7,F,Local government officer,Mandaluyong City,1984-06-08,Heather Jackson
4979-0308351-2,F,Government social research officer,City of Isabela,1983-01-30,Mary Andrews
5267-3980095-2,M,Geoscientist,Bacoor,1986-01-05,Eric Mendoza
5402-3574063-2,F,"Conservation officer, nature",Cabuyao,1974-08-28,Diana Nash
5581-2999150-0,M,Agricultural engineer,Pagadian,1971-11-14,David Stevenson
5614-8469244-2,M,Statistician,Tacloban,1974-07-06,Raymond Mendoza
5679-4793526-2,F,Geochemist,Tarlac City,1981-01-09,Crystal Reynolds
6873-8429412-7,M,Risk manager,Angeles City,1996-12-04,Cory Parker
7552-6995606-9,M,Sales promotion account executive,Mandaue City,1990-08-08,Thomas Johnson
7670-2991714-4,M,"Engineer, maintenance (IT)",San Fernando,1992-03-13,Michael Martin
8458-8844009-8,F,"Designer, television/film set",Dipolog,1999-09-23,Katelyn Willis
8717-4538478-2,M,Research scientist (maths),Cabuyao,1991-08-29,Ryan Rangel
9365-2439106-1,F,"Scientist, physiological",Sorsogon,1980-04-08,Cindy Sutton
9488-6946440-4,F,Contracting civil engineer,Kidapawan,1985-04-24,Christine Jenkins
9534-6606717-1,M,Land,Mandaue City,2001-08-23,Matthew Patel
9909-3989746-1,F,Regulatory affairs officer,Calapan,1986-12-30,Anna Wells
9963-5108778-4,M,Accommodation manager,City of Paranaque,2000-03-25,Michael Johnson
9992-5538379-6,M,"Research officer, trade union",San Jose del Monte,1982-12-20,Jacob Moreno
0067-6407113-9,M,"Engineer, energy",Masbate,1990-12-27,Vernon Moore
0261-2320937-1,F,Animal technologist,Dumaguete City,1983-07-19,Laurie Fernandez
0664-6277517-8,F,Retail merchandiser,Tuguegarao,1989-01-21,Cynthia Buckley
1250-8682479-5,M,Glass blower/designer,Iloilo,1992-02-24,Brett Gregory
2249-6766403-8,M,Learning disability nurse,Quezon City,1973-06-03,Stephen Owens
2897-5057766-6,F,"Therapist, speech and language",San Fernando,1992-03-03,Carol Stephens
5621-1848046-3,F,Freight forwarder,Oroquieta,1994-11-16,Katherine Wright
5689-7365561-8,F,Naval architect,Cebu City,1979-07-15,Susan Anderson
5736-8403446-8,M,"Nurse, mental health",Naga City,1999-01-22,Lawrence Erickson
5908-4058775-7,F,Public affairs consultant,City of Calamba,1973-04-24,Angela Mcclain
6674-1752315-6,M,Prison officer,Vigan,1989-06-28,Melvin Case
6809-7439488-9,F,"Scientist, physiological",Masbate,1991-06-20,Monica Logan
7831-3234087-1,F,Special effects artist,Mandaue City,1977-08-06,Kim Wise
8303-6764238-7,F,Armed forces operational officer,Muntinlupa City,1977-10-17,Ashley Leonard
8904-3854043-6,M,Mining engineer,Maasin,1974-06-23,Mark Bartlett
8923-2783989-6,M,Insurance underwriter,Pagadian,1985-02-02,Joshua Green
8976-9289396-6,F,Sports administrator,Angeles City,1994-05-11,Christina Smith
9654-7302968-0,F,Clinical cytogeneticist,Malolos,1975-04-23,Rachel Green
9687-3142439-9,F,"Producer, radio",Tagbilaran City,1988-09-29,Jill Erickson
9883-2067518-6,M,Plant breeder/geneticist,San Pedro,1995-10-04,Steven Bell
0055-6969532-3,M,Risk analyst,Borongan,1980-02-19,Andrew Harris
0189-2693367-9,F,Agricultural engineer,General Trias,2000-11-10,Amanda Smith
1166-7927044-6,F,Cytogeneticist,Manila,1993-10-09,Kelly Kennedy
1197-1626850-7,M,"Pilot, airline",Zamboanga City,1982-11-07,Martin Ballard
2655-2895814-5,M,Commercial horticulturist,Surigao,1971-07-30,David Sanders
2772-8676843-6,M,Textile designer,Manila,1976-06-22,Justin Williams
3075-8030129-1,F,Graphic designer,Quezon City,1977-02-08,Kelsey Mejia
4467-0269003-3,M,Astronomer,Manila,1980-06-13,Jesse Zamora
4484-1625252-1,F,"Administrator, charities/voluntary organisations",Angeles City,1982-11-28,Debra Anderson
4772-5805366-4,F,Animal technologist,Mabalacat,1989-12-31,April Greene
4827-8656676-9,F,Automotive engineer,Digos,1973-02-13,Allison Browning
4853-0081233-0,F,Medical physicist,Tagum,1976-11-28,Julie Watts
4913-4041914-7,F,Food technologist,City of Paranaque,1973-02-27,Ashley Frey
5756-8756940-1,M,Architectural technologist,Valenzuela,1982-11-05,James Cruz
5783-5821646-5,F,Acupuncturist,Tarlac City,1975-01-04,Pamela Chambers
6369-1560155-1,F,Chief Financial Officer,Imus,1993-06-27,Sylvia Friedman
6834-5049965-3,M,"Producer, radio",Sorsogon,1991-08-16,Eric Wilson
7229-6683895-8,F,Museum/gallery conservator,Laoag,1980-06-19,Allison Rivera
7347-5491483-2,M,"Designer, ceramics/pottery",Navotas,1971-12-12,Donald Bishop
7828-3500380-5,F,Health and safety adviser,Baguio City,1993-06-16,Lisa Wilson
7929-4704876-1,F,"Engineer, communications",Tacloban,1979-07-27,Ashley Lee
7995-8556333-9,F,Product manager,Mandaluyong City,1977-09-29,Teresa Carter
8045-6346291-4,M,Industrial/product designer,Cabanatuan City,1986-06-18,Brian Melton
8117-0229735-4,F,Civil Service administrator,Santiago,1996-10-13,Angela Stewart
8191-9188627-7,M,Passenger transport manager,Tagbilaran City,1986-10-29,Nicholas Clark
8368-6917996-6,M,"Designer, ceramics/pottery",Mabalacat,1973-04-08,Justin Martin
8386-3989139-7,M,Tax inspector,City of Paranaque,1992-08-27,Austin Ellis
8464-4820465-2,M,Warehouse manager,Sorsogon,1979-11-14,Christopher Mendez
8502-1740835-5,F,Operational investment banker,Navotas,1992-08-26,Lisa Lindsey
8733-2463152-4,F,Geochemist,Tacloban,1986-08-15,Alexandra Smith
9122-6074635-0,F,"Designer, blown glass/stained glass",Muntinlupa City,1988-01-29,Charlene Buck
2242-1612541-1,F,Theatre manager,Oroquieta,1979-09-14,Caroline Dennis
2776-6262407-6,M,Estate manager/land agent,Cabadbaran,2002-05-17,Steven Trujillo
3104-1308392-1,F,"Designer, textile",Dipolog,2001-07-03,Donna Larsen
3249-5206534-3,F,"Development worker, international aid",Binan,1980-02-12,Karen Garcia
3522-3828212-7,M,Records manager,Angeles City,1972-03-06,Adrian Barry
4296-9759845-5,F,"Therapist, speech and language",Santiago,1989-07-27,Janice Sanchez
4322-5654541-3,F,Landscape architect,Kidapawan,1975-04-02,Emily Lambert
4516-0911858-6,F,Dance movement psychotherapist,Pagadian,1992-11-22,Kimberly Knight
5028-5398100-5,F,Associate Professor,Calapan,1994-11-09,Monica Wells
5588-1883906-9,F,Plant breeder/geneticist,Ilagan,1996-05-19,Sharon Floyd
6609-6998154-4,M,Clinical biochemist,Pasay City,1977-09-13,Jonathan Wallace
6957-8284086-0,M,Metallurgist,Surigao,1996-06-08,Edward Campbell
7911-0070395-3,M,"Surveyor, land/geomatics",Mabalacat,1979-04-21,Erik Rivera
8361-9369469-3,M,Multimedia specialist,Cotabato,1980-01-20,James Ochoa
8673-7882765-2,F,Insurance account manager,Pasay City,1994-01-17,Alicia Davis
9726-0898491-3,F,"Nurse, learning disability",Makati City,1983-05-27,Melissa Mills
0164-1716853-9,F,Corporate investment banker,Olongapo,1971-04-02,Lisa Jackson
0327-6196322-9,F,Early years teacher,Tandag,1997-06-17,Sara Johnson
0500-6890497-2,F,Trading standards officer,Cabuyao,1977-07-21,Jessica Ross
0957-5865211-8,F,"Secretary, company",Iligan,1974-06-08,Donna Chavez
1112-1439435-2,F,"Engineer, materials",San Pedro,1985-08-09,Paula Ellis
1517-4683059-4,F,Mudlogger,Cabadbaran,2002-05-17,Mary Rocha
1775-5938393-1,F,Retail banker,Legazpi City,1981-10-11,Carrie Conley
2334-2076110-4,M,Paramedic,Pasig City,1981-05-12,Jay Frederick
